10	3	4	7				10000	
10	3	4	7					
10	3	4	7				3309103,9	3245311,25
10	3	4	7					
10	3	4	7				63792,6	600
10	3	4	7					
10	3	4	7					
10	3	4	7					
10	3	4	7					
11	3,3	4,4	7,7					
11	3,3	4,4	7,7					
11	3,3	4,4	7,7					
11	3,3	4,4	7,7					
11	3,3	4,4	7,7					
11	3,3	4,4	7,7					
11	3,3	4,4	7,7					
11	3,3	4,4	7,7					
12	3,6	4,8	8,4					
12	3,6	4,8	8,4					
12	3,6	4,8	8,4					
12	3,6	4,8	8,4					
12	3,6	4,8	8,4					
12	3,6	4,8	8,4					
12	3,6	4,8	8,4					
12	3,6	4,8	8,4					
12	3,6	4,8	8,4					
12	3,6	4,8	8,4					
13	3,9	5,2	9,1					
13	3,9	5,2	9,1					
13	3,9	5,2	9,1					
13	3,9	5,2	9,1					
13	3,9	5,2	9,1					
13	3,9	5,2	9,1					
13	3,9	5,2	9,1					
13	3,9	5,2	9,1					
13	3,9	5,2	9,1					
13	3,9	5,2	9,1					
13	3,9	5,2	9,1					
13	3,9	5,2	9,1					
13	3,9	5,2	9,1					
13	3,9	5,2	9,1					
13	3,9	5,2	9,1					
14	4,2	5,6	9,8					
14	4,2	5,6	9,8					
14	4,2	5,6	9,8					
14	4,2	5,6	9,8					
14	4,2	5,6	9,8					
14	4,2	5,6	9,8					
14	4,2	5,6	9,8					
14	4,2	5,6	9,8					
14	4,2	5,6	9,8					
15	4,5	6	10,5					
15	4,5	6	10,5					
15	4,5	6	10,5					
15	4,5	6	10,5					
15	4,5	6	10,5					
15	4,5	6	10,5					
15	4,5	6	10,5					
15	4,5	6	10,5					
16	4,8	6,4	11,2					
16	4,8	6,4	11,2					
16	4,8	6,4	11,2					
16	4,8	6,4	11,2					
16	4,8	6,4	11,2					
16	4,8	6,4	11,2					
16	4,8	6,4	11,2					
16	4,8	6,4	11,2					
16	4,8	6,4	11,2					
16	4,8	6,4	11,2					
16	4,8	6,4	11,2					
17	5,1	6,8	11,9					
17	5,1	6,8	11,9					
17	5,1	6,8	11,9					
17	5,1	6,8	11,9					
17	5,1	6,8	11,9					
17	5,1	6,8	11,9					
17	5,1	6,8	11,9					
17	5,1	6,8	11,9					
17	5,1	6,8	11,9					
17	5,1	6,8	11,9					
17	5,1	6,8	11,9					
17	5,1	6,8	11,9					
18	5,4	7,2	12,6					
18	5,4	7,2	12,6					
18	5,4	7,2	12,6					
18	5,4	7,2	12,6					
18	5,4	7,2	12,6					
18	5,4	7,2	12,6					
18	5,4	7,2	12,6					
18	5,4	7,2	12,6					
18	5,4	7,2	12,6					
18	5,4	7,2	12,6					
18	5,4	7,2	12,6					
19	5,7	7,6	13,3					
19	5,7	7,6	13,3					
19	5,7	7,6	13,3					
19	5,7	7,6	13,3					
19	5,7	7,6	13,3					
19	5,7	7,6	13,3					
19	5,7	7,6	13,3					
19	5,7	7,6	13,3					
19	5,7	7,6	13,3					
19	5,7	7,6	13,3					
19	5,7	7,6	13,3					
19	5,7	7,6	13,3					
20	6	8	14					
20	6	8	14					
20	6	8	14					
20	6	8	14					
20	6	8	14					
20	6	8	14					
20	6	8	14					
20	6	8	14					
20	6	8	14					
21	6,3	8,4	14,7					
21	6,3	8,4	14,7					
21	6,3	8,4	14,7					
21	6,3	8,4	14,7					
21	6,3	8,4	14,7					
21	6,3	8,4	14,7					
21	6,3	8,4	14,7					
21	6,3	8,4	14,7					
21	6,3	8,4	14,7					
21	6,3	8,4	14,7					
21	6,3	8,4	14,7					
21	6,3	8,4	14,7					
21	6,3	8,4	14,7					
22	6,6	8,8	15,4					
22	6,6	8,8	15,4					
22	6,6	8,8	15,4					
22	6,6	8,8	15,4					
22	6,6	8,8	15,4					
22	6,6	8,8	15,4					
22	6,6	8,8	15,4					
22	6,6	8,8	15,4					
23	6,9	9,2	16,1					
23	6,9	9,2	16,1					
23	6,9	9,2	16,1					
23	6,9	9,2	16,1					
23	6,9	9,2	16,1					
23	6,9	9,2	16,1					
24	7,2	9,6	16,8					
24	7,2	9,6	16,8					
24	7,2	9,6	16,8					
24	7,2	9,6	16,8					
24	7,2	9,6	16,8					
24	7,2	9,6	16,8					
24	7,2	9,6	16,8					
24	7,2	9,6	16,8					
24	7,2	9,6	16,8					
24	7,2	9,6	16,8					
24	7,2	9,6	16,8					
25	7,5	10	17,5					
25	7,5	10	17,5					
25	7,5	10	17,5					
25	7,5	10	17,5					
25	7,5	10	17,5					
25	7,5	10	17,5					
25	7,5	10	17,5					
