52	52		2051			3012										
52	104		2068			3014										
52	156		2079			3021										
52	208		2084			3050										
53	261		2085			3054						Две редкие книги				
54	315		2086			3097			250000	990		4094	2		7105	2
54	369		2147			3122						3011				
54	423		2152			3124										
55	478		2161			3126						Все энциклопедии				
56	534		2165			3129						203098	80		210203	82
56	590		2185			3130										
57	647		2222			3132										
58	705		2224			3139						Остальные				
58	763		2224			3154						39796	316		249999	398
59	822		2230			3169										
59	881		2246			3178										
59	940		2249			3184										
59	999		2268			3189										
59	1058		2269			3207			398	273						
60	1118		2292			3215										
63	1181		2301			3220										
63	1244		2320			3224										
63	1307		2340			3250										
63	1370		2364			3285										
63	1433		2367			3286										
66	1499		2370			3288										
66	1565		2375			3295										
67	1632		2384			3303										
67	1699		2405			3304										
67	1766		2407			3331										
68	1834		2412			3336										
68	1902		2450			3350										
69	1971		2470			3359										
69	2040		2480			3363										
69	2109		2499			3416										
69	2178		2500			3418										
70	2248		2524			3422										
70	2318		2524			3428										
70	2388		2529			3434										
71	2459		2555			3489										
71	2530		2571			3490										
72	2602		2592			3502										
72	2674		2609			3507										
73	2747		2615			3508										
73	2820		2616			3519										
75	2895		2625			3521										
75	2970		2639			3531										
76	3046		2669			3537										
76	3122		2672			3549										
77	3199		2674			3551										
77	3276		2693			3580										
77	3353		2695			3593										
79	3432		2703			3597										
79	3511		2704			3604										
79	3590		2728			3607										
80	3670		2757			3618										
80	3750		2768			3636										
80	3830		2770			3648										
81	3911		2771			3667										
81	3992		2777			3668										
82	4074		2781			3675										
82	4156		2795			3675										
82	4238		2800			3677										
82	4320		2810			3684										
83	4403		2812			3702										
84	4487		2817			3720										
85	4572		2822			3722										
86	4658		2838			3723										
86	4744		2838			3734										
86	4830		2856			3787										
86	4916		2859			3791										
86	5002		2880			3796										
86	5088		2890			3805										
86	5174		2908			3810										
86	5260		2927			3810										
87	5347		2934			3838										
88	5435		2937			3844										
89	5524		2947			3844										
89	5613		2960			3881										
91	5704		2976			3894										
91	5795					3898										
92	5887					3899										
92	5979					3902										
93	6072					3912										
93	6165					3914										
94	6259					3935										
94	6353					3940										
94	6447					3978										
94	6541					3979										
94	6635					3995										
95	6730					3996										
95	6825					4003										
96	6921					4013										
97	7018					4039										
97	7115					4040										
97	7212					4060										
97	7309					4063										
98	7407					4068										
98	7505					4081										
99	7604															
100	7704															
100	7804															
100	7904															
101	8005															
101	8106															
101	8207															
101	8308															
101	8409															
102	8511															
103	8614															
103	8717															
104	8821															
104	8925															
104	9029															
106	9135															
106	9241															
107	9348															
108	9456															
108	9564															
108	9672															
109	9781															
109	9890															
109	9999															
110	10109															
110	10219															
110	10329															
110	10439															
111	10550															
112	10662															
112	10774															
112	10886															
113	10999															
115	11114															
115	11229															
116	11345															
116	11461															
117	11578															
117	11695															
118	11813															
120	11933															
120	12053															
120	12173															
120	12293															
121	12414															
122	12536															
122	12658															
122	12780															
124	12904															
125	13029															
125	13154															
126	13280															
126	13406															
126	13532															
126	13658															
126	13784															
126	13910															
127	14037															
127	14164															
128	14292															
128	14420															
128	14548															
129	14677															
129	14806															
129	14935															
129	15064															
130	15194															
130	15324															
132	15456															
132	15588															
133	15721															
134	15855															
134	15989															
135	16124															
135	16259															
136	16395															
136	16531															
136	16667															
136	16803															
136	16939															
137	17076															
137	17213															
139	17352															
140	17492															
140	17632															
141	17773															
141	17914															
142	18056															
142	18198															
142	18340															
143	18483															
144	18627															
144	18771															
144	18915															
145	19060															
145	19205															
145	19350															
145	19495															
146	19641															
146	19787															
148	19935															
148	20083															
149	20232															
149	20381															
149	20530															
150	20680															
150	20830															
150	20980															
150	21130															
151	21281															
151	21432															
151	21583															
152	21735															
152	21887															
152	22039															
154	22193															
154	22347															
154	22501															
154	22655															
155	22810															
155	22965															
155	23120															
155	23275															
155	23430															
156	23586															
156	23742															
157	23899															
158	24057															
158	24215															
158	24373															
159	24532															
160	24692															
160	24852															
160	25012															
161	25173															
161	25334															
161	25495															
161	25656															
162	25818															
162	25980															
163	26143															
163	26306															
165	26471															
165	26636															
165	26801															
165	26966															
165	27131															
165	27296															
165	27461															
166	27627															
166	27793															
166	27959															
166	28125															
166	28291															
166	28457															
166	28623															
167	28790															
167	28957															
167	29124															
167	29291															
168	29459															
168	29627															
170	29797															
170	29967															
170	30137															
170	30307															
172	30479															
172	30651															
172	30823															
173	30996															
173	31169															
173	31342															
174	31516															
174	31690															
174	31864															
175	32039															
175	32214															
176	32390															
177	32567															
177	32744															
178	32922															
178	33100															
178	33278															
179	33457															
179	33636															
179	33815															
180	33995															
180	34175															
181	34356															
182	34538															
183	34721															
184	34905															
186	35091															
186	35277															
187	35464															
187	35651															
188	35839															
188	36027															
188	36215															
188	36403															
189	36592															
191	36783															
191	36974															
192	37166															
193	37359															
195	37554															
195	37749															
195	37944															
195	38139															
195	38334															
196	38530															
198	38728															
198	38926															
199	39125															
199	39324															
199	39523															
273	39796	1														
200	39996															
200	40196															
201	40397															
202	40599															
202	40801															
202	41003															
203	41206															
203	41409															
203	41612															
204	41816															
204	42020															
204	42224															
205	42429															
205	42634															
206	42840															
206	43046															
206	43252															
206	43458															
207	43665															
207	43872															
207	44079															
208	44287															
208	44495															
208	44703															
209	44912															
209	45121															
210	45331															
210	45541															
210	45751															
211	45962															
212	46174															
212	46386															
212	46598															
212	46810															
213	47023															
214	47237															
215	47452															
215	47667															
215	47882															
216	48098															
218	48316															
218	48534															
218	48752															
218	48970															
220	49190															
221	49411															
221	49632															
222	49854															
222	50076															
222	50298															
222	50520															
223	50743															
223	50966															
224	51190															
224	51414															
225	51639															
225	51864															
226	52090															
227	52317															
227	52544															
227	52771															
228	52999															
228	53227															
229	53456															
229	53685															
229	53914															
230	54144															
230	54374															
231	54605															
231	54836															
231	55067															
232	55299															
232	55531															
232	55763															
233	55996															
233	56229															
234	56463															
235	56698															
235	56933															
236	57169															
236	57405															
236	57641															
237	57878															
237	58115															
237	58352															
238	58590															
239	58829															
239	59068															
239	59307															
239	59546															
239	59785															
239	60024															
239	60263															
240	60503															
240	60743															
240	60983															
241	61224															
241	61465															
242	61707															
242	61949															
243	62192															
243	62435															
243	62678															
243	62921															
244	63165															
244	63409															
244	63653															
245	63898															
245	64143															
245	64388															
245	64633															
245	64878															
246	65124															
249	65373															
249	65622															
250	65872															
251	66123															
254	66377															
255	66632															
256	66888															
257	67145															
257	67402															
262	67664															
263	67927															
267	68194															
269	68463															
273	68736															
276	69012															
279	69291															
279	69570															
281	69851															
281	70132															
281	70413															
282	70695															
282	70977															
283	71260															
283	71543															
285	71828															
285	72113															
286	72399															
292	72691															
292	72983															
296	73279															
299	73578															
299	73877															
301	74178															
301	74479															
303	74782															
303	75085															
303	75388															
304	75692															
312	76004															
317	76321															
320	76641															
321	76962															
321	77283															
321	77604															
323	77927															
324	78251															
324	78575															
325	78900															
329	79229															
330	79559															
333	79892															
335	80227															
336	80563															
337	80900															
339	81239															
339	81578															
341	81919															
342	82261															
343	82604															
343	82947															
348	83295															
348	83643															
348	83991															
350	84341															
351	84692															
352	85044															
353	85397															
354	85751															
355	86106															
356	86462															
357	86819															
362	87181															
365	87546															
365	87911															
367	88278															
368	88646															
369	89015															
373	89388															
375	89763															
378	90141															
378	90519															
379	90898															
379	91277															
380	91657															
381	92038															
382	92420															
385	92805															
385	93190															
385	93575															
388	93963															
389	94352															
390	94742															
392	95134															
396	95530															
396	95926															
401	96327															
401	96728															
402	97130															
403	97533															
407	97940															
411	98351															
411	98762															
412	99174															
412	99586															
413	99999															
414	100413															
414	100827															
414	101241															
424	101665															
424	102089															
425	102514															
425	102939															
426	103365															
430	103795															
431	104226															
431	104657															
434	105091															
438	105529															
440	105969															
440	106409															
443	106852															
444	107296															
445	107741															
446	108187															
447	108634															
448	109082															
450	109532															
452	109984															
452	110436															
453	110889															
456	111345															
459	111804															
459	112263															
460	112723															
461	113184															
463	113647															
468	114115															
469	114584															
469	115053															
470	115523															
471	115994															
472	116466															
473	116939															
474	117413															
477	117890															
477	118367															
478	118845															
481	119326															
484	119810															
486	120296															
486	120782															
490	121272															
491	121763															
494	122257															
499	122756															
502	123258															
502	123760															
503	124263															
505	124768															
508	125276															
509	125785															
509	126294															
509	126803															
510	127313															
510	127823															
511	128334															
511	128845															
513	129358															
515	129873															
515	130388															
516	130904															
516	131420															
517	131937															
517	132454															
518	132972															
518	133490															
518	134008															
518	134526															
519	135045															
520	135565															
523	136088															
524	136612															
524	137136															
525	137661															
529	138190															
530	138720															
531	139251															
532	139783															
533	140316															
533	140849															
534	141383															
536	141919															
540	142459															
540	142999															
541	143540															
541	144081															
542	144623															
543	145166															
547	145713															
547	146260															
551	146811															
554	147365															
554	147919															
554	148473															
558	149031															
559	149590															
559	150149															
565	150714															
566	151280															
566	151846															
566	152412															
566	152978															
570	153548															
570	154118															
574	154692															
578	155270															
582	155852															
583	156435															
584	157019															
